id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
1131,Meghalaya,High Bp,Dinner,"Nakham Bitchi (Salt Free, High Bp; High Bp; Dinner; Non-Vegetarian)",213,24,7,8,2,Medium,Low,Low,fish,"dry fish, chili, garlic, herbs",Non-Vegetarian,fish,"Prepare dry fish gravy with garlic, chili, and local herbs. Avoid added salt and use fresh herbs. This version uses a traditional meat or fish component from Meghalaya cuisine.",Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning. Watch the sodium level if the fish component is salted or smoked.
1132,Meghalaya,High Bp,Dinner,"Phan and Tungtap (Oil Free, High Bp; High Bp; Dinner; Non-Vegetarian)",144,11,19,6,4,Low,High,Low,fish,"boiled potato, fermented dry fish, chili, onion",Non-Vegetarian,fish,Serve boiled potato with fermented dry fish chutney in a small portion. Avoid added salt and use fresh herbs. This version uses a traditional meat or fish component from Meghalaya cuisine.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning. Watch the sodium level if the fish component is salted or smoked.
1133,Meghalaya,High Bp,Dinner,"Putharo with Dohjem (Gentle Prep, High Bp; High Bp; Dinner; Non-Vegetarian)",363,24,42,12,4,Medium,Medium,Medium,,"rice flour, pork curry, black sesame",Non-Vegetarian,pork,Pair the rice cake with pork curry and black sesame in a balanced serving. Avoid added salt and use fresh herbs. This version uses a traditional meat or fish component from Meghalaya cuisine.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1134,Meghalaya,High Bp,Dinner,"Shillong Smoked Meat (Fresh Herbs, High Bp; High Bp; Dinner; Non-Vegetarian)",213,24,3,10,3,Low,High,Low,,"smoked meat, onion, herbs",Non-Vegetarian,smoked meat,Serve smoked meat in small slices with onion and herbs. Avoid added salt and use fresh herbs. This version uses a traditional meat or fish component from Meghalaya cuisine.,Calm walk plus deep breathing exercises,"Do not add table salt; choose low-sodium seasoning. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1135,Meghalaya,High Bp,Dinner,"Wak Pura (Plain Cooked, High Bp; High Bp; Dinner; Non-Vegetarian)",311,26,7,20,4,Low,Low,High,,"pork, potash, herbs",Non-Vegetarian,pork,Cook pork with potash until tender and keep the fat controlled. Avoid added salt and use fresh herbs. This version uses a traditional meat or fish component from Meghalaya cuisine.,Calm walk plus deep breathing exercises,"Do not add table salt; choose low-sodium seasoning. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1136,Meghalaya,High Bp,Dinner,"Wak Tangsek Pura (No Pickle, High Bp; High Bp; Dinner; Non-Vegetarian)",248,25,9,13,4,High,High,Low,,"pork, green vegetables, powdered rice",Non-Vegetarian,pork,Cook pork with green vegetables and powdered rice. Avoid added salt and use fresh herbs. This version uses a traditional meat or fish component from Meghalaya cuisine.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1137,Meghalaya,High Bp,Dinner,"Ja Shulia (Minimal Spice, High Bp; High Bp; Dinner; Vegan)",153,4,35,1,3,Medium,High,Low,,"sticky rice, water",Vegan,,Steam the sticky rice until soft and fluff it lightly. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1138,Meghalaya,High Bp,Dinner,"Local Fruit Bowl (Fresh Herbs, High Bp; High Bp; Dinner; Vegan)",86,1,21,0,6,Medium,High,Medium,,"sohiong, sohshang, seasonal fruits",Vegan,,Serve the seasonal fruit fresh without added sugar. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1139,Meghalaya,High Bp,Dinner,"Lungsiej (No Pickle, High Bp; High Bp; Dinner; Vegan)",51,3,7,1,4,High,Medium,High,,"bamboo shoot, chili, spices",Vegan,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.",Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1140,Meghalaya,High Bp,Dinner,"Me.kin/Sobok Chatni (Green Veg, High Bp; High Bp; Dinner; Vegan)",94,2,12,2,6,High,Medium,Low,,"banana flower, herbs, chili",Vegan,,Pound banana flower with herbs and chili into a fresh chutney. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1141,Meghalaya,High Bp,Dinner,"Pu-sla (Herb Seasoned, High Bp; High Bp; Dinner; Vegan)",129,4,27,1,5,Medium,Low,High,,"rice flour, leaf wrap, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1142,Meghalaya,High Bp,Dinner,"Pukhlein (Potassium Rich, High Bp; High Bp; Dinner; Vegan)",201,5,33,6,3,Medium,High,Low,,"rice flour, jaggery, oil",Vegan,,Prepare the rice cake with a light batter and shallow-fry briefly. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,"Do not add table salt; choose low-sodium seasoning. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1143,Meghalaya,High Bp,Dinner,"Pumaloi (Low Sodium, High Bp; High Bp; Dinner; Vegan)",132,4,29,1,5,Medium,High,Low,,"ground rice, water, steam",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1144,Meghalaya,High Bp,Dinner,"Pusaw (Fresh Steam, High Bp; High Bp; Dinner; Vegan)",119,4,26,1,5,Medium,High,Medium,,"unpolished rice, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1145,Meghalaya,High Bp,Dinner,"Putharo (No Added Salt, High Bp; High Bp; Dinner; Vegan)",136,5,31,2,6,Medium,High,Medium,,"rice flour, water, black sesame",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1146,Meghalaya,High Bp,Dinner,"Red Rice with Bamboo Shoot and Herbs (Gentle Prep, High Bp; High Bp; Dinner; Vegan)",166,5,33,2,6,Low,Medium,Medium,,"red rice, bamboo shoot, local herbs",Vegan,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1147,Meghalaya,High Bp,Dinner,"Roasted Maize (Lemon Finish, High Bp; High Bp; Dinner; Vegan)",115,4,28,1,5,Low,Low,Low,,local maize,Vegan,,Dry-roast the maize over fire and season lightly. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1148,Meghalaya,High Bp,Dinner,"Shaw Saw (Small Portion, High Bp; High Bp; Dinner; Vegan)",5,0,3,0,1,Low,Low,Medium,,"red tea leaves, water",Vegan,,Brew the red tea without sugar and serve it hot. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1149,Meghalaya,High Bp,Dinner,"Shillong Aloo Muri/Chana (Plain Cooked, High Bp; High Bp; Dinner; Vegan)",149,6,26,2,7,High,Medium,Low,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegan,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.",Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1150,Meghalaya,High Bp,Dinner,"Sohphlang with Perilla Seed Dip (Light Broth, High Bp; High Bp; Dinner; Vegan)",101,4,16,4,8,Low,High,High,,"sohphlang root, perilla seeds, chili",Vegan,,Serve the root raw or lightly boiled with crushed perilla seeds. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1151,Meghalaya,High Bp,Dinner,"Steamed Wild Greens with Sesame (Oil Free, High Bp; High Bp; Dinner; Vegan)",93,6,9,5,8,Low,Low,Medium,sesame,"wild greens, sesame seeds, herbs",Vegan,,Steam or lightly sauté the greens with sesame seeds and herbs. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.,Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1152,Meghalaya,High Bp,Dinner,"Tungrymbai (Salt Free, High Bp; High Bp; Dinner; Vegan)",154,10,13,6,6,High,Low,Medium,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegan,,"Cook fermented soybeans with black sesame, chili, and local herbs. Avoid added salt and use fresh herbs. This version stays plant-based with no dairy or eggs.",Calm walk plus deep breathing exercises,Do not add table salt; choose low-sodium seasoning.
1153,Meghalaya,High Cholesterol,Breakfast,Ja Shulia (Plant Forward; High Cholesterol; Breakfast; Vegetarian),145,4,33,1,3,Low,High,Low,,"sticky rice, water",Vegetarian,,Steam the sticky rice until soft and fluff it lightly. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1154,Meghalaya,High Cholesterol,Breakfast,Local Fruit Bowl (No Heavy Oil; High Cholesterol; Breakfast; Vegetarian),84,1,20,0,7,Low,Medium,Low,,"sohiong, sohshang, seasonal fruits",Vegetarian,,Serve the seasonal fruit fresh without added sugar. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1155,Meghalaya,High Cholesterol,Breakfast,Lungsiej (Light Broth; High Cholesterol; Breakfast; Vegetarian),52,3,7,1,5,High,Low,Medium,,"bamboo shoot, chili, spices",Vegetarian,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1156,Meghalaya,High Cholesterol,Breakfast,Me.kin/Sobok Chatni (Sesame Light; High Cholesterol; Breakfast; Vegetarian),92,2,12,3,7,High,Low,Low,,"banana flower, herbs, chili",Vegetarian,,Pound banana flower with herbs and chili into a fresh chutney. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1157,Meghalaya,High Cholesterol,Breakfast,Pu-sla (Steamed; High Cholesterol; Breakfast; Vegetarian),124,4,26,1,6,Medium,Medium,Medium,,"rice flour, leaf wrap, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1158,Meghalaya,High Cholesterol,Breakfast,Pukhlein (High Fibre; High Cholesterol; Breakfast; Vegetarian),190,5,31,6,3,Medium,High,Medium,,"rice flour, jaggery, oil",Vegetarian,,Prepare the rice cake with a light batter and shallow-fry briefly. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1159,Meghalaya,High Cholesterol,Breakfast,Pumaloi (No Saturated Fat; High Cholesterol; Breakfast; Vegetarian),127,4,27,1,6,High,High,Medium,,"ground rice, water, steam",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1160,Meghalaya,High Cholesterol,Breakfast,Pusaw (Heart Healthy; High Cholesterol; Breakfast; Vegetarian),114,4,25,1,6,High,Medium,High,,"unpolished rice, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1161,Meghalaya,High Cholesterol,Breakfast,Putharo (Low Fat; High Cholesterol; Breakfast; Vegetarian),130,5,30,2,7,High,Medium,Medium,,"rice flour, water, black sesame",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1162,Meghalaya,High Cholesterol,Breakfast,Red Rice with Bamboo Shoot and Herbs (Cholesterol Friendly; High Cholesterol; Breakfast; Vegetarian),158,5,31,2,7,Medium,Medium,Medium,,"red rice, bamboo shoot, local herbs",Vegetarian,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1163,Meghalaya,High Cholesterol,Breakfast,Roasted Maize (Simple Prep; High Cholesterol; Breakfast; Vegetarian),111,4,27,1,6,Medium,High,Medium,,local maize,Vegetarian,,Dry-roast the maize over fire and season lightly. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1164,Meghalaya,High Cholesterol,Breakfast,Shaw Saw (Fibre Rich; High Cholesterol; Breakfast; Vegetarian),5,0,3,0,1,Low,Medium,High,,"red tea leaves, water",Vegetarian,,Brew the red tea without sugar and serve it hot. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1165,Meghalaya,High Cholesterol,Breakfast,Shillong Aloo Muri/Chana (With Greens; High Cholesterol; Breakfast; Vegetarian),142,6,25,3,8,Low,Medium,Medium,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegetarian,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1166,Meghalaya,High Cholesterol,Breakfast,Sohphlang with Perilla Seed Dip (No Fried Finish; High Cholesterol; Breakfast; Vegetarian),98,4,15,5,8,Medium,Low,Low,,"sohphlang root, perilla seeds, chili",Vegetarian,,Serve the root raw or lightly boiled with crushed perilla seeds. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1167,Meghalaya,High Cholesterol,Breakfast,Steamed Wild Greens with Sesame (Roasted; High Cholesterol; Breakfast; Vegetarian),90,6,8,5,8,High,Medium,High,sesame,"wild greens, sesame seeds, herbs",Vegetarian,,Steam or lightly sauté the greens with sesame seeds and herbs. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1168,Meghalaya,High Cholesterol,Breakfast,Tungrymbai (Lean Serve; High Cholesterol; Breakfast; Vegetarian),147,10,13,6,7,Medium,Low,High,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegetarian,,"Cook fermented soybeans with black sesame, chili, and local herbs. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1169,Meghalaya,High Cholesterol,Breakfast,Bamboo Tube Fish (Fibre Rich; High Cholesterol; Breakfast; Non-Vegetarian),205,28,7,8,3,Medium,Low,Low,fish,"fish, bamboo tube, herbs, local spices",Non-Vegetarian,fish,Cook fish in bamboo with herbs and only the needed broth. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1170,Meghalaya,High Cholesterol,Breakfast,Do'o Kappa (High Fibre; High Cholesterol; Breakfast; Non-Vegetarian),242,31,12,7,3,High,Medium,High,,"chicken, natural potash, coriander, chili",Non-Vegetarian,chicken,"Cook chicken with natural potash, coriander, and chili. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1171,Meghalaya,High Cholesterol,Breakfast,Doh Sniang Nei-Iong (Simple Prep; High Cholesterol; Breakfast; Non-Vegetarian),281,24,9,16,3,Medium,Low,High,sesame,"pork, sesame seeds, herbs",Non-Vegetarian,pork,Cook pork with sesame seeds and local herbs. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1172,Meghalaya,High Cholesterol,Breakfast,Dohjem (Heart Healthy; High Cholesterol; Breakfast; Non-Vegetarian),252,23,10,13,3,Low,Medium,Medium,,"minced pork, black sesame, spices",Non-Vegetarian,pork,Cook minced pork with sesame and spices in a light gravy. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1173,Meghalaya,High Cholesterol,Breakfast,Dohkhlieh (No Saturated Fat; High Cholesterol; Breakfast; Non-Vegetarian),218,26,7,11,3,High,High,Low,,"boiled pork, onion, green chili, herbs",Non-Vegetarian,pork,"Boil the pork and toss it with onion, green chili, and herbs. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1174,Meghalaya,High Cholesterol,Breakfast,Dohneiiong (Steamed; High Cholesterol; Breakfast; Non-Vegetarian),286,24,8,14,3,Medium,Low,Low,,"meat, black sesame seeds, herbs",Non-Vegetarian,pork,Simmer the meat with black sesame and minimal oil. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1175,Meghalaya,High Cholesterol,Breakfast,Ja Tyndong (Plant Forward; High Cholesterol; Breakfast; Non-Vegetarian),205,18,26,6,6,High,High,Medium,,"rice, fish or meat, vegetables, bamboo tube",Non-Vegetarian,fish,"Place rice, fish or meat, and vegetables in bamboo tubes and roast. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1176,Meghalaya,High Cholesterol,Breakfast,Jadoh (Low Fat; High Cholesterol; Breakfast; Non-Vegetarian),316,23,45,10,6,Low,Low,Medium,,"red rice, local meat, herbs",Non-Vegetarian,pork,Cook red rice with the meat and just enough seasoning for aroma. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1177,Meghalaya,High Cholesterol,Breakfast,Kharang (No Fried Finish; High Cholesterol; Breakfast; Non-Vegetarian),157,26,3,6,2,Low,Medium,Low,fish,"smoked fish, chili, herbs",Non-Vegetarian,fish,"Use smoked fish in a light curry, chutney, or salad. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments. Watch the sodium level if the fish component is salted or smoked.
1178,Meghalaya,High Cholesterol,Breakfast,Ktung Bain Nei-Iong (Sesame Light; High Cholesterol; Breakfast; Non-Vegetarian),191,22,5,7,3,Medium,Medium,High,"sesame, fish","dry fish, black sesame, herbs",Non-Vegetarian,fish,Simmer dry fish with black sesame and mild spices. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments. Watch the sodium level if the fish component is salted or smoked.
1179,Meghalaya,High Cholesterol,Breakfast,Nakham Bitchi (Lean Serve; High Cholesterol; Breakfast; Non-Vegetarian),199,24,7,7,2,High,Medium,Medium,fish,"dry fish, chili, garlic, herbs",Non-Vegetarian,fish,"Prepare dry fish gravy with garlic, chili, and local herbs. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments. Watch the sodium level if the fish component is salted or smoked.
1180,Meghalaya,High Cholesterol,Breakfast,Phan and Tungtap (Roasted; High Cholesterol; Breakfast; Non-Vegetarian),134,11,18,5,5,Low,Medium,Medium,fish,"boiled potato, fermented dry fish, chili, onion",Non-Vegetarian,fish,Serve boiled potato with fermented dry fish chutney in a small portion. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments. Watch the sodium level if the fish component is salted or smoked.
1181,Meghalaya,High Cholesterol,Breakfast,Putharo with Dohjem (Cholesterol Friendly; High Cholesterol; Breakfast; Non-Vegetarian),336,24,40,10,5,Low,Low,Medium,,"rice flour, pork curry, black sesame",Non-Vegetarian,pork,Pair the rice cake with pork curry and black sesame in a balanced serving. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1182,Meghalaya,High Cholesterol,Breakfast,Shillong Smoked Meat (No Heavy Oil; High Cholesterol; Breakfast; Non-Vegetarian),199,24,3,9,3,High,Medium,Medium,,"smoked meat, onion, herbs",Non-Vegetarian,smoked meat,Serve smoked meat in small slices with onion and herbs. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1183,Meghalaya,High Cholesterol,Breakfast,Wak Pura (With Greens; High Cholesterol; Breakfast; Non-Vegetarian),289,26,7,17,4,High,Medium,High,,"pork, potash, herbs",Non-Vegetarian,pork,Cook pork with potash until tender and keep the fat controlled. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1184,Meghalaya,High Cholesterol,Breakfast,Wak Tangsek Pura (Light Broth; High Cholesterol; Breakfast; Non-Vegetarian),231,25,8,12,5,Low,High,High,,"pork, green vegetables, powdered rice",Non-Vegetarian,pork,Cook pork with green vegetables and powdered rice. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1185,Meghalaya,High Cholesterol,Breakfast,"Ja Shulia (Plant Forward, High Cholesterol; High Cholesterol; Breakfast; Vegan)",140,4,33,0,3,Medium,Low,Medium,,"sticky rice, water",Vegan,,Steam the sticky rice until soft and fluff it lightly. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1186,Meghalaya,High Cholesterol,Breakfast,"Local Fruit Bowl (No Heavy Oil, High Cholesterol; High Cholesterol; Breakfast; Vegan)",79,1,20,0,7,Medium,High,Medium,,"sohiong, sohshang, seasonal fruits",Vegan,,Serve the seasonal fruit fresh without added sugar. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1187,Meghalaya,High Cholesterol,Breakfast,"Lungsiej (Light Broth, High Cholesterol; High Cholesterol; Breakfast; Vegan)",47,3,7,0,5,High,High,High,,"bamboo shoot, chili, spices",Vegan,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1188,Meghalaya,High Cholesterol,Breakfast,"Me.kin/Sobok Chatni (Sesame Light, High Cholesterol; High Cholesterol; Breakfast; Vegan)",87,2,12,2,7,Low,Medium,High,,"banana flower, herbs, chili",Vegan,,Pound banana flower with herbs and chili into a fresh chutney. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1189,Meghalaya,High Cholesterol,Breakfast,"Pu-sla (Steamed, High Cholesterol; High Cholesterol; Breakfast; Vegan)",119,4,26,0,6,High,Medium,High,,"rice flour, leaf wrap, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1190,Meghalaya,High Cholesterol,Breakfast,"Pukhlein (High Fibre, High Cholesterol; High Cholesterol; Breakfast; Vegan)",185,5,31,5,3,Medium,High,Medium,,"rice flour, jaggery, oil",Vegan,,Prepare the rice cake with a light batter and shallow-fry briefly. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1191,Meghalaya,High Cholesterol,Breakfast,"Pumaloi (No Saturated Fat, High Cholesterol; High Cholesterol; Breakfast; Vegan)",122,4,27,0,6,High,High,Medium,,"ground rice, water, steam",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1192,Meghalaya,High Cholesterol,Breakfast,"Pusaw (Heart Healthy, High Cholesterol; High Cholesterol; Breakfast; Vegan)",109,4,25,0,6,Low,Low,High,,"unpolished rice, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1193,Meghalaya,High Cholesterol,Breakfast,"Putharo (Low Fat, High Cholesterol; High Cholesterol; Breakfast; Vegan)",125,5,30,1,7,Low,Low,Low,,"rice flour, water, black sesame",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1194,Meghalaya,High Cholesterol,Breakfast,"Red Rice with Bamboo Shoot and Herbs (Cholesterol Friendly, High Cholesterol; High Cholesterol; Breakfast; Vegan)",153,5,31,1,7,High,Low,Medium,,"red rice, bamboo shoot, local herbs",Vegan,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
